,MOD ZCTA,Population,Population_from_NYCHealth,Sample Count,Black or Black and other races,White,Median Income,Median Family Income,Median Age,Average Unit Size,NH/ACF Deaths,COVID Case Count,COVID Death Count,Total COVID Tests,Percent Positive,Death Rate,Case Rate,Borough,Neighborhood Name,Deaths less NH/ACF Deaths
86,11105,36140.0,35894.88,3600.0,1318.0,25632.0,40490.0,76070.0,33.8,2.307053941908710,0.0,493,42,3298,0.14948453608247400,0.001162147205312670,0.013641394576646400,Queens,Ditmars Steinway,42.0
87,11106,26119.0,38664.4,1900.0,670.0,17459.0,38229.0,69636.0,37.8,2.2479559342456300,0.0,649,45,3515,0.18463726884779500,0.0017228837244917500,0.024847811937669900,Queens,Astoria (South),45.0
88,11109,37382.0,5070.64,3400.0,1308.0,27867.0,40863.0,84246.0,35.4,2.4332487144437900,0.0,48,2,500,0.096,5.3501685303087E-05,0.001284040447274090,Queens,Long Island City,2.0
89,11201,38363.0,60908.15,3000.0,3431.0,20734.0,37084.0,67298.0,35.5,2.2577095103578200,0.0,710,87,6557,0.1082812261705050,0.002267810129551910,0.018507415999791500,Brooklyn,Brooklyn Heights/DUMBO/Downtown Brooklyn,87.0
90,11203,5981.0,73392.42,250.0,287.0,4013.0,98396.0,194135.0,32.7,2.0247122545700700,0.0,2093,243,7996,0.2617558779389700,0.04062865741514800,0.3499414813576330,Brooklyn,East Flatbush (North)/East Flatbush (South),243.0
91,11204,62823.0,79322.45,5300.0,10030.0,40248.0,72793.0,168979.0,35.2,2.2383225852424600,117.0,2039,139,9105,0.22394288852279000,0.0022125654616939700,0.03245626601722300,Brooklyn,Bensonhurst/Mapleton,22.0
92,11205,75451.0,44013.21,6800.0,67977.0,3330.0,30301.0,63919.0,39.8,2.717877598069230,71.0,736,46,3938,0.18689690198070100,0.0006096672012299370,0.009754675219679000,Brooklyn,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,-25.0
93,11206,76978.0,85496.61,7300.0,1118.0,44686.0,22545.0,56168.0,34.7,3.261641455870510,3.0,1621,148,7936,0.20425907258064500,0.0019226272441476800,0.021057964613266100,Brooklyn,Williamsburg (South),145.0
94,11207,46064.0,89156.75,3500.0,15686.0,22570.0,29349.0,59314.0,29.8,2.8270529029090500,0.0,2109,201,8444,0.24976314542870700,0.0043634942688433500,0.04578412643278920,Brooklyn,Cypress Hills/East New York,201.0
95,11208,88349.0,95607.69,5700.0,25356.0,41715.0,21869.0,34951.0,29.3,2.8461117196057000,0.0,2401,225,8711,0.27562851566984300,0.002546718129237460,0.02717631212577390,Brooklyn,Cypress Hills/East New York,225.0
96,11209,91972.0,67081.12,6600.0,60644.0,13372.0,22579.0,47032.0,34.1,2.7669073405535500,33.0,1143,109,6691,0.17082648333582400,0.0011851433044839700,0.012427695385552100,Brooklyn,Bay Ridge/Fort Hamilton,76.0
97,11210,98660.0,67089.29,6500.0,54888.0,25549.0,27087.0,48487.0,32.5,3.065784158354310,23.0,1711,135,6692,0.2556784219964140,0.0013683356983580000,0.017342387999189100,Brooklyn,Flatlands/Midwood,112.0
98,11211,67809.0,99594.67,6200.0,2916.0,50050.0,41450.0,97345.0,40.6,2.3145373246407500,0.0,2097,127,11621,0.18044918681696900,0.0018729077261130500,0.03092509843826040,Brooklyn,East Williamsburg/Williamsburg (North)/Williamsburg (South),127.0
99,11212,67040.0,79589.99,5800.0,40155.0,20877.0,34187.0,75151.0,35.6,3.0107333722549100,0.0,1898,219,7675,0.24729641693811100,0.003266706443914080,0.02831145584725540,Brooklyn,Ocean Hill-Brownsville,219.0
100,11213,102624.0,64425.94,6800.0,8084.0,76620.0,40122.0,60044.0,30.7,2.6057282145033500,0.0,1414,136,6081,0.2325275448117090,0.0013252260679763000,0.013778453383224200,Brooklyn,Crown Heights (East),136.0
101,11214,76527.0,93333.46,4700.0,63695.0,5487.0,17869.0,40188.0,37.6,2.432981496788960,44.0,1550,176,7419,0.2089230354495220,0.002299841885870350,0.020254289335790000,Brooklyn,Bath Beach/Bensonhurst/Gravesend,132.0
102,11215,66295.0,69932.3,4500.0,46001.0,14869.0,25107.0,47055.0,33.4,2.64893914572262,7.0,626,44,5045,0.12408325074331000,0.0006637001282147980,0.009442642733237800,Brooklyn,Gowanus/Park Slope/Windsor Terrace,37.0
103,11216,92946.0,55537.72,7900.0,1660.0,45769.0,24651.0,61799.0,39.6,2.9106566874393300,119.0,740,71,4449,0.1663295122499440,0.0007638844059991820,0.007961612118864720,Brooklyn,Bedford-Stuyvesant (West)/Crown Heights (West),-48.0
104,11217,70156.0,47476.67,5700.0,4752.0,53421.0,63578.0,156558.0,36.0,2.4500087305744700,0.0,625,80,3691,0.16933080465998400,0.0011403158674953000,0.008908717714807000,Brooklyn,Boerum Hill/Park Slope,80.0
105,11218,56308.0,75806.47,3900.0,33463.0,16316.0,36338.0,69266.0,34.2,2.338469205531790,5.0,1749,133,7772,0.2250386001029340,0.002362008950770760,0.031061305675925300,Brooklyn,Kensington/Windsor Terrace,128.0
106,11219,41407.0,92858.07,3400.0,8922.0,24009.0,57988.0,127886.0,35.0,2.3733020003439000,30.0,3076,215,14707,0.20915210444006300,0.005192358779916440,0.07428695631173470,Brooklyn,Borough Park,185.0
107,11220,74508.0,98450,5900.0,7142.0,44496.0,32216.0,74529.0,34.2,2.9963806000160900,4.0,1568,158,6665,0.2352588147036760,0.0021205776560906200,0.021044720030063900,Brooklyn,Sunset Park,154.0
108,11221,90036.0,81672.44,7100.0,1246.0,60521.0,19006.0,40354.0,27.800000000000000,3.685468686041750,53.0,1318,131,6568,0.20066991473812400,0.001454973566129100,0.014638589008840900,Brooklyn,Bedford-Stuyvesant (East)/Bushwick,78.0
109,11222,95643.0,36349.16,7000.0,3363.0,29005.0,20395.0,44401.0,34.3,3.4057258839867500,0.0,450,30,3663,0.12285012285012300,0.0003136664471001540,0.004704996706502310,Brooklyn,Greenpoint,30.0
110,11223,83835.0,79957.11,5400.0,42967.0,23203.0,27589.0,54886.0,31.6,2.7156554695345100,4.0,1728,138,7384,0.23401950162513500,0.0016460905349794200,0.020611916264090200,Brooklyn,Gravesend/Homecrest,134.0
111,11224,36492.0,44487.34,3100.0,1983.0,29893.0,52004.0,93082.0,34.8,2.1147426981919300,0.0,1220,200,4891,0.2494377427928850,0.00548065329387263,0.03343198509262300,Brooklyn,Brighton Beach/Coney Island/Seagate,200.0
112,11225,81789.0,57711.49,7000.0,4443.0,46811.0,23522.0,60560.0,36.5,2.9254238500608100,1.0,1161,129,5120,0.2267578125,0.0015772292117521900,0.014195062905769700,Brooklyn,Crown Heights (West)/Prospect Lefferts Gardens,128.0
113,11226,46707.0,99061.32,3000.0,11121.0,27137.0,17600.0,43416.0,45.5,2.494365821094790,73.0,2280,264,9285,0.2455573505654280,0.005652257691566580,0.04881495279080220,Brooklyn,Flatbush/Prospect Lefferts Gardens,191.0
114,11228,58882.0,44215.08,3300.0,38536.0,16038.0,31933.0,62400.0,34.8,2.442729724123630,0.0,678,77,3301,0.2053923053620120,0.0013077001460548200,0.011514554532794400,Brooklyn,Bath Beach/Dyker Heights,77.0
115,11229,100277.0,84909.16,6100.0,69703.0,15288.0,29366.0,58387.0,34.7,2.729888655976920,45.0,1783,139,11592,0.15381297446514800,0.0013861603358696400,0.017780747329896200,Brooklyn,Gerritsen Beach/Homecrest/Sheepshead Bay,94.0
116,11230,44994.0,89165.77,5300.0,692.0,25047.0,29294.0,80352.0,41.1,2.9396315170521400,13.0,2373,206,10586,0.22416399017570400,0.0045783882295417200,0.05274036538205090,Brooklyn,Midwood,193.0
117,11231,83615.0,36994.7,8300.0,5488.0,54043.0,31259.0,75945.0,40.8,2.7019647127253900,8.0,424,33,2936,0.1444141689373300,0.0003946660288225800,0.0050708604915386,Brooklyn,Carroll Gardens/Cobble Hill/Red Hook,25.0
118,11232,89075.0,28271.09,8100.0,6909.0,62333.0,25425.0,62448.0,33.8,2.913613764228710,0.0,540,40,2245,0.24053452115812900,0.0004490597810833570,0.006062307044625320,Brooklyn,Sunset Park,40.0
119,11233,37845.0,72145.54,2700.0,6013.0,24939.0,56835.0,139857.0,35.9,2.410202521971720,0.0,1262,129,5287,0.23869869491204800,0.0034086405073325400,0.033346545118245500,Brooklyn,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,129.0
120,11234,27602.0,95304.8,2100.0,2467.0,11391.0,26635.0,52764.0,33.8,3.1323195642305900,0.0,2253,185,8883,0.2536305302262750,0.006702412868632710,0.08162451996232160,Brooklyn,Bergen Beach/Flatlands/Marine Park/Mill Basin,185.0
121,11235,76819.0,79540.14,4800.0,61749.0,6731.0,28652.0,46037.0,33.0,2.6177883796217400,8.0,2053,278,9129,0.224887720451309,0.003618896366784260,0.02672515914031690,Brooklyn,Brighton Beach/Manhattan Beach/Sheepshead Bay,270.0
122,11236,95666.0,96846.99,9200.0,44625.0,39753.0,36065.0,90864.0,40.3,3.0050573268415300,0.0,2750,278,9918,0.27727364387981400,0.002905943595425750,0.028745844918779900,Brooklyn,Canarsie,278.0
123,11237,78128.0,50695.72,6000.0,2303.0,58754.0,27444.0,68446.0,45.1,2.421147231088660,105.0,988,112,4635,0.21316073354908300,0.0014335449518738500,0.01264591439688720,Brooklyn,Bushwick/East Williamsburg,7.0
124,11238,100331.0,54015.79,9000.0,87662.0,5879.0,33928.0,79301.0,37.9,3.0145724415600000,16.0,795,98,4883,0.16280974810567300,0.0009767669015558500,0.007923772313641850,Brooklyn,Clinton Hill/Prospect Heights,82.0
125,11239,49310.0,12413.37,3200.0,7451.0,20736.0,26552.0,40428.0,30.3,2.9456391875746700,0.0,520,79,2036,0.2554027504911590,0.0016021091056580800,0.010545528290407600,Brooklyn,East New York,79.0
126,11354,54540.0,55518.32,4000.0,22012.0,25308.0,50142.0,105246.0,35.8,2.221860105104490,16.0,1204,271,5316,0.22648607975921700,0.004968830216354970,0.022075540887422100,Queens,Flushing/Murray Hill,255.0
127,11355,13244.0,80013.97,550.0,8166.0,4057.0,18092.0,40922.0,46.8,1.9580130100532200,14.0,1302,148,4920,0.2646341463414630,0.01117487163998790,0.09830866807610990,Queens,Flushing/Murray Hill/Queensboro Hill,134.0
128,11356,39902.0,23322.74,2900.0,508.0,27972.0,36868.0,93862.0,45.5,2.7490182569755400,24.0,567,41,2193,0.2585499316005470,0.0010275174176733000,0.0142098140444088,Queens,College Point,17.0
129,11357,55200.0,39975.56,3700.0,2134.0,11472.0,22098.0,49493.0,45.5,2.7446300715990500,185.0,814,84,3656,0.22264770240700200,0.0015217391304347800,0.014746376811594200,Queens,Whitestone,-101.0
130,11358,80853.0,35541.5,5500.0,3413.0,10683.0,20942.0,42758.0,42.8,2.9288198217778700,60.0,576,37,2812,0.20483641536273100,0.0004576206201377810,0.007124039924307080,Queens,Auburndale/Murray Hill,-23.0
131,11360,23362.0,18863.17,1700.0,496.0,8389.0,30741.0,64495.0,37.1,3.134576680531330,0.0,318,16,1810,0.17569060773480700,0.0006848728704734180,0.01361184830065920,Queens,Bayside (North),16.0
132,11361,37190.0,27971.99,4000.0,585.0,15507.0,32348.0,75756.0,43.9,2.8515565097377700,0.0,456,41,2350,0.19404255319148900,0.001102446894326430,0.012261360580801300,Queens,Bayside (North)/Bayside (South),41.0
133,11362,19621.0,17738.01,1400.0,313.0,12199.0,48401.0,106151.0,48.5,2.2860305254573000,0.0,326,20,1557,0.20937700706486800,0.0010193160389378700,0.016614851434687300,Queens,Douglaston-Little Neck,20.0
134,11363,27246.0,7159.03,3000.0,1248.0,13252.0,39358.0,95567.0,43.30000000000000,2.717534410532620,62.0,98,4,533,0.18386491557223300,0.00014681054099684400,0.0035968582544226700,Queens,Douglaston-Little Neck,-58.0
135,11364,18721.0,34562.6,1200.0,405.0,9308.0,42370.0,105685.0,49.4,2.617955530695010,6.0,465,26,2441,0.1904956984842280,0.0013888147000694400,0.02483841675124190,Queens,Bayside (South)/Oakland Gardens,20.0
136,11365,6952.0,44050.79,550.0,146.0,4124.0,50866.0,125907.0,47.8,2.6125516723036500,0.0,839,57,3840,0.21848958333333300,0.008199079401611050,0.12068469505178400,Queens,Auburndale/Fresh Meadows/Pomonok/Utopia,57.0
137,11366,36806.0,13777.39,2900.0,1194.0,14708.0,40369.0,92310.0,44.8,2.715508337022280,0.0,390,22,1434,0.2719665271966530,0.0005977286312014350,0.010596098462207200,Queens,Fresh Meadows/Hillcrest,22.0
138,11367,44983.0,42039.24,2600.0,4254.0,15033.0,30716.0,75024.0,40.8,2.8888960246612300,0.0,1037,58,4186,0.24773053033922600,0.0012893759864837800,0.02305315341351180,Queens,Kew Gardens Hills/Pomonok,58.0
139,11368,14650.0,111594.1,1200.0,829.0,6295.0,31675.0,90026.0,40.6,3.1620979926613400,1.0,4586,401,14304,0.3206096196868010,0.027372013651877100,0.31303754266211600,Queens,Corona/North Corona,400.0
140,11369,41824.0,36462.23,2600.0,3930.0,23407.0,30023.0,64438.0,36.4,2.8685871056241400,0.0,1619,164,5035,0.32154915590864000,0.003921193573068100,0.038709831675593000,Queens,Airport/East Elmhurst,164.0
141,11370,112425.0,32758.65,6300.0,12777.0,42338.0,21905.0,48245.0,32.4,3.9444600378920800,24.0,1341,52,4300,0.3118604651162790,0.0004625305759395150,0.011927951967978700,Queens,Jackson Heights/Rikers Island,28.0
142,11372,34118.0,62562.88,3300.0,6112.0,9834.0,25773.0,61875.0,38.3,3.3143578783757500,24.0,2545,236,8736,0.2913232600732600,0.0069171698223811500,0.07459405592355940,Queens,Jackson Heights,212.0
143,11373,32514.0,92875.81,2700.0,5064.0,13704.0,28123.0,79861.0,37.5,4.0678093331665200,0.0,3249,291,11524,0.2819333564734470,0.008949990773205390,0.09992618564310760,Queens,Elmhurst,291.0
144,11374,61844.0,42047.63,2700.0,2435.0,35443.0,30999.0,59083.0,40.5,2.596959771562950,12.0,1074,89,4520,0.23761061946902700,0.001439104844447320,0.017366276437487900,Queens,Rego Park,77.0
145,11375,93967.0,70552.99,6200.0,2472.0,20359.0,25317.0,54873.0,38.2,3.1027571404986000,0.0,1516,179,6585,0.2302201974183750,0.0019049240690880800,0.016133323400768400,Queens,Forest Hills,179.0
146,11377,42653.0,86468.55,3000.0,2345.0,22481.0,38072.0,82615.0,43.8,2.1967964565307000,0.0,2279,179,9748,0.2337915469839970,0.004196656741612550,0.05343117717393850,Queens,Woodside,179.0
147,11378,73488.0,34593.45,5400.0,3444.0,44651.0,50363.0,103712.0,42.7,2.236601028700130,31.0,746,66,3422,0.21800116890707200,0.0008981058131939910,0.010151317221859400,Queens,Maspeth,35.0
148,11379,86421.0,36195.55,6000.0,2812.0,42254.0,30227.0,60870.0,40.0,2.7522611464968200,7.0,808,86,3454,0.2339316734221190,0.0009951284988602310,0.009349579384640310,Queens,Middle Village,79.0
149,11385,37279.0,102929.91,3800.0,1047.0,26836.0,34100.0,84646.0,37.7,2.9577118375119000,19.0,2178,120,8739,0.24922760041194600,0.0032189704659459700,0.058424313956919400,Queens,Glendale/Ridgewood,101.0
150,11411,37851.0,20494.26,3700.0,730.0,29559.0,38713.0,99488.0,42.7,2.8029472748815200,33.0,685,37,2243,0.3053945608559960,0.0009775171065493650,0.01809727616179230,Queens,Cambria Heights,4.0
151,11412,106717.0,39346.92,8100.0,3222.0,87155.0,34339.0,73624.0,35.4,3.0381199111769100,0.0,1242,77,4159,0.29862947823996200,0.000721534525895593,0.011638258196913300,Queens,St. Albans,77.0
152,11413,37458.0,43647.97,3800.0,34470.0,661.0,33009.0,89179.0,40.5,3.3932421414983200,0.0,1321,69,4418,0.29900407424173800,0.001842063110683970,0.035266164771210400,Queens,Laurelton/Rosedale,69.0
153,11414,42443.0,28265.56,3600.0,39730.0,987.0,35915.0,92219.0,39.8,3.4350113305276800,0.0,802,52,2712,0.29572271386430700,0.0012251725844073200,0.018895931013359100,Queens,Hamilton Beach/Howard Beach/Lindenwood,52.0
154,11415,29219.0,19234.25,1200.0,1289.0,22761.0,34630.0,86406.0,45.0,2.7358614232209700,0.0,537,45,2183,0.24599175446633100,0.00154009377459872,0.01837845237687810,Queens,Kew Gardens,45.0
155,11416,19372.0,26614.42,1600.0,1364.0,11415.0,41286.0,77634.0,38.9,2.311970402195970,4.0,716,50,2452,0.29200652528548100,0.0025810448069378500,0.03696056163535000,Queens,Ozone Park,46.0
156,11417,27125.0,31270.63,2800.0,2252.0,7440.0,26470.0,70703.0,35.6,3.7584869059165900,0.0,887,38,3323,0.2669274751730360,0.0014009216589861800,0.032700460829493100,Queens,Ozone Park,38.0
157,11418,31927.0,38105.16,3000.0,3159.0,11426.0,29900.0,78627.0,38.3,3.523951434878590,0.0,1100,94,3852,0.28556593977154700,0.002944216493876660,0.03445359726876940,Queens,Richmond Hill,94.0
158,11419,38517.0,50848.81,3700.0,3674.0,15641.0,27398.0,66176.0,35.1,3.521393307734500,3.0,1207,86,4228,0.2854777672658470,0.0022327803307630400,0.03133681231663940,Queens,Richmond Hill/South Ozone Park,83.0
159,11420,49618.0,48415.71,4700.0,9465.0,4991.0,26605.0,72995.0,37.0,3.9761198814007500,0.0,1363,98,4669,0.2919254658385090,0.001975089685194890,0.02746986980531260,Queens,South Ozone Park,98.0
160,11421,48489.0,42209.49,4300.0,13606.0,7399.0,27552.0,72876.0,39.2,3.6848544722243300,0.0,1192,95,4178,0.2853039731929150,0.0019592072428798300,0.024582895089608000,Queens,Woodhaven,95.0
161,11422,41002.0,33721.62,3800.0,2863.0,18122.0,28440.0,77034.0,37.8,3.5231139371025900,0.0,979,41,3427,0.2856725999416400,0.0009999512218916150,0.02387688405443640,Queens,Rosedale,41.0
162,11423,32082.0,32041.14,2300.0,27832.0,1759.0,37054.0,95394.0,38.4,3.323526364860670,0.0,1079,91,3589,0.30064084703260000,0.0028364815161149600,0.03363256654822020,Queens,Hollis/Holliswood,91.0
163,11426,31400.0,20363.28,2600.0,13012.0,4070.0,30862.0,82727.0,40.8,3.2083375906815200,66.0,498,29,1846,0.26977248104008700,0.0009235668789808920,0.01585987261146500,Queens,Bellerose,-37.0
164,11427,20801.0,23212.38,1500.0,1573.0,8083.0,40693.0,101670.0,38.6,3.2726557583385800,0.0,790,45,2838,0.2783650458069060,0.002163357530887940,0.03797894332003270,Queens,Bellerose/Hollis Hills/Holliswood,45.0
165,11428,24037.0,19327.45,2200.0,5310.0,7047.0,32027.0,91302.0,42.0,3.204933333333330,9.0,678,40,2151,0.31520223152022300,0.001664101177351580,0.028206514956109300,Queens,Queens Village,31.0
166,11429,18929.0,28036.33,1900.0,4770.0,4295.0,30895.0,80833.0,40.8,3.405721482547680,0.0,956,62,3311,0.2887345212926610,0.003275397538168950,0.05050451687886310,Queens,Queens Village,62.0
167,11432,65989.0,63195.4,4530.0,58487.0,1952.0,31243.0,77150.0,37.9,3.0654645419811800,35.0,1834,229,6671,0.27492130115425000,0.00347027534892179,0.02779251087302430,Queens,Hillcrest/Jamaica Estates/Jamaica Hills,194.0
168,11433,62053.0,36035.76,5600.0,11039.0,11857.0,25935.0,59914.0,36.0,3.3457162883485200,78.0,953,76,3453,0.27599189110918000,0.0012247594797995300,0.015357839266433500,Queens,Jamaica,-2.0
169,11434,36489.0,67536.11,2700.0,24254.0,1432.0,24730.0,61392.0,35.0,3.4688658617739300,0.0,2110,160,7401,0.28509660856641000,0.004384883115459450,0.05782564608512150,Queens,Airport/South Jamaica/Springfield Gardens/St. Albans,160.0
170,11435,59296.0,57663.84,4300.0,14940.0,10038.0,28991.0,66703.0,35.8,3.1416763802055700,9.0,1638,140,6091,0.2689213593826960,0.002361036157582300,0.0276241230437129,Queens,Briarwood/Jamaica,131.0
171,11436,20077.0,20807.42,2100.0,12945.0,1132.0,30675.0,77792.0,36.9,3.5973839813653500,0.0,528,38,1914,0.27586206896551700,0.0018927130547392500,0.026298749813219100,Queens,South Jamaica/South Ozone Park,38.0
172,11691,67094.0,64759.02,3200.0,32786.0,26121.0,25151.0,58411.0,31.1,3.2579392055938600,82.0,2375,315,9111,0.26067391065744700,0.004694905654753030,0.03539809819059830,Queens,Edgemere/Far Rockaway,233.0
173,11692,20991.0,20120.24,1300.0,12998.0,4745.0,24032.0,47530.0,34.2,3.080117388114450,21.0,619,85,2699,0.2293442015561320,0.0040493544852555900,0.02948882854556720,Queens,Arverne/Edgemere,64.0
174,11693,12919.0,12381.27,850.0,2914.0,8174.0,32794.0,68529.0,39.5,2.6664602683178500,0.0,330,26,1228,0.2687296416938110,0.0020125396702531200,0.025543772737828000,Queens,Arverne/Broad Channel,26.0
175,11694,21354.0,20355.78,1700.0,1522.0,17362.0,42139.0,110469.0,48.5,2.5217288615966000,31.0,719,78,2759,0.2606016672707500,0.003652711435796570,0.03367050669663760,Queens,Belle Harbor-Neponsit/Rockaway Park,47.0
176,11697,3540.0,3536.69,300.0,21.0,3378.0,44786.0,128833.0,49.1,2.593406593406590,0.0,108,3,1165,0.0927038626609442,0.000847457627118644,0.030508474576271200,Queens,Breezy Point,3.0